content,score,reviewCreatedVersion,at
mantab.,5,5.14.2,2025-03-16 10:58:32
terima kasih 🙏,5,5.10.1,2025-03-16 10:54:38
ok,5,5.11.1,2025-03-16 10:49:17
"untuk pemesanan skarang di kasih waktu pdhal resto sepi, tinggal ambil aja tp masih ada estimasi waktu, klau bisa cepet kenapa harus lama, kan kasian pembeli sama driver nya nunggu",1,5.13.1,2025-03-16 10:46:02
Driver nya ramah dan baik hati,5,5.13.1,2025-03-16 10:41:42
Alhamdulillah memuaskan pelayananya,5,5.3.1,2025-03-16 10:40:30
Cara kasih ranting ke restoran gimana sih¿???,3,5.13.1,2025-03-16 10:35:51
pengiriman nya cepat,5,5.14.2,2025-03-16 10:34:54
Tq oke,5,4.90.2,2025-03-16 10:31:03
"Banyakin diskonnya, donggg",4,5.13.1,2025-03-16 10:29:59
yg deket g mau ambil,1,5.11.1,2025-03-16 10:29:50
"Dapet driver nya jauh2, saya jadi telat, aplikasi suka error",1,5.14.2,2025-03-16 10:24:33
mantappp,5,5.13.1,2025-03-16 10:23:31
mantap,5,5.13.1,2025-03-16 10:21:18
mantap,5,5.14.2,2025-03-16 10:03:06
Tepat waktu....mudah mengakses lokasi...,5,5.14.2,2025-03-16 09:56:59
Ok,5,5.13.1,2025-03-16 09:51:32
Oke,5,5.14.2,2025-03-16 09:36:46
Vocher yg ga sesuai syarat& ketentuan nya tiba-tiba berubah tanpa adanya edukasi dan tanggung jawab.,1,5.5.1,2025-03-16 09:29:24
Mantap,5,5.13.1,2025-03-16 09:24:39
Ok,4,5.13.1,2025-03-16 09:24:02
Sangat membantu dalam berpergian.,5,5.14.2,2025-03-16 09:19:44
"Sukaa bgt sma aplikasinya, sangat membantu👏🏻👏🏻",5,5.14.2,2025-03-16 09:17:41
Ok,5,5.13.1,2025-03-16 09:10:21
good aplikasi,5,5.14.2,2025-03-16 09:03:57
Iklannya nyebelin,1,5.14.2,2025-03-16 09:01:07
"sekali lagi orderan w di batalin perkara promo, w hapus ini apk",3,5.1.1,2025-03-16 09:00:13
gojeg banyak promonya berbuka jadi lebih murah,5,5.14.2,2025-03-16 08:56:42
Awalnya bagus..kok sekarang2 jadi susah masuknya,5,5.14.2,2025-03-16 08:51:36
"Sangat membantu utk aku emak2 yg kadang males masak mau kluar panas, di gofoodtin aja ❤️❤️❤️",5,5.14.2,2025-03-16 08:33:37
bagus n berguna,5,5.14.2,2025-03-16 08:30:12
mitra gojeknya perlu d brefing,1,5.13.1,2025-03-16 08:22:12
sangat membantu untuk sy,5,5.13.1,2025-03-16 08:05:11
Tolong diperbaiki lagi driver2 gocar agar pelanggan tetap setia memakai aplikasi gojek.jangan masukan driver yg bikin gocar rusak pelayanannya.,5,5.3.1,2025-03-16 08:04:14
membantu banget,5,5.14.2,2025-03-16 07:54:53
Syiiip,5,5.13.1,2025-03-16 07:54:04
Sy ingin melaporkan driver gojek yg sudah membuat dan melanggar kode etik.,1,3.42.1,2025-03-16 07:37:50
Oke mantab,5,5.14.2,2025-03-16 07:33:11
mantul,4,5.13.1,2025-03-16 07:29:01
Ok,4,5.13.1,2025-03-16 07:24:47
Sangat membantu perjalanan,5,5.14.2,2025-03-16 07:15:27
Good... Very easy to use,5,5.1.2,2025-03-16 06:50:17
Apk the best,5,5.14.2,2025-03-16 06:46:22
Selama ini baik2 saja,5,5.13.1,2025-03-16 06:32:53
the best sih buat jadi partner kemana mana hehe cuma gojek yg setia menemani uhuyyyyyy 🫶🫶,5,5.12.1,2025-03-16 06:28:20
Siip,5,5.13.1,2025-03-16 06:27:56
Tadi otomatis alamatnya ke kosan sebelah. (Kenapa lokasinya via gojek jadi gak tepat ya) Trus SDH konfirm ke poternya. N ..ok,5,5.14.2,2025-03-16 06:18:32
Ok,5,5.13.1,2025-03-16 06:15:42
Good,5,5.13.1,2025-03-16 06:15:02
ya lumayan lah g bisa keluar rmh... berbagi rejeki sama pak gojek,5,5.13.1,2025-03-16 06:06:18
bagus,5,5.11.1,2025-03-16 05:57:24
keren,5,5.13.1,2025-03-16 05:50:43
Alhamdulillah sesuai pesenan drevernya baik mksh byk Abang gojeg,5,5.10.1,2025-03-16 05:50:12
Ntapss,5,5.13.1,2025-03-16 05:11:00
mantep gojek,5,5.12.1,2025-03-16 04:57:43
Cepat dn bagus,4,5.14.2,2025-03-16 04:52:31
ok,5,5.13.1,2025-03-16 04:52:04
sangat terbantu dengan gojek.,5,5.13.1,2025-03-16 04:38:56
kenapa skrg jadi +1000 kalo pesanan telat mau dpt voucher. sebelumnya kalo telat ga sesuai sama waktu estimasi juga dpt voucher ga pake +1000 segala. mentang2 mau diadain thr ojol jadi apa2nya di uangin. hadeh,1,5.13.1,2025-03-16 04:32:11
bagus,5,5.11.1,2025-03-16 04:15:45
"Sangat mengecewakan drivernya, kita sudah lama menunggu dan ketika drivernya udah sampai malah seenaknya nge cancel padahal kita hanya ada 4 orang aja dan sesuai dengan yg di order.",1,5.13.1,2025-03-16 03:50:21
Sangatt bagusss dannnn hematttt,5,5.13.1,2025-03-16 03:44:22
banyakin diskon,5,5.14.2,2025-03-16 03:29:38
mantul pokok e,5,5.14.2,2025-03-16 03:02:21
Banyakin promonya yaaaa,5,5.13.1,2025-03-16 02:58:53
Mantap,5,5.13.1,2025-03-16 02:47:07
mantabz,5,5.13.1,2025-03-16 02:46:19
good,5,5.13.1,2025-03-16 02:44:48
aplikasi sangat membantu,5,5.13.1,2025-03-16 02:39:03
aplikasi memesan sendiri,1,5.11.1,2025-03-16 02:37:57
Sangat membantu,5,5.13.1,2025-03-16 02:25:52
oke.. banyak promo,5,5.13.1,2025-03-16 02:20:06
. mantap,5,5.13.1,2025-03-16 02:13:55
"KLO pake grab itu pas KLO lagi buru"" lgsung klik pasti langsung ada",5,5.13.1,2025-03-16 02:10:17
"sudah sering memakai layanan go-pay pinjam, bayar juga nggak pernah telat. gimana ini woi malah limit ku dibekukan! giliran lagi butuh modal usaha besar buat lebaran malah kayak gini.",3,5.13.1,2025-03-16 01:38:08
mantap,5,5.10.1,2025-03-16 01:33:56
Memuaskan,5,5.11.1,2025-03-16 01:21:38
bagus dan cepat,5,5.14.2,2025-03-16 01:20:42
"Aplikasi paling parah neror dan sebar data lebih dari pinjol ilegal gopay later/pinjam banyak antek2 y pake nomer pribadi tidak dikenal bukan nomer resmi bot , telatpun dibayar ada tanggung jawab y cicil sampe lunas dibayar pokok + bunga gede + asuransi pinjman y+ denda y tapi kelakuan y ngejelekin sampe ke platfrom lain padahal tetap dibayar tpi tidak tahu malu gojek, saya yang rugi disini duit kalian tetap balik tapi data saya kalian salah gunain untuk neror dan menjelekkan saya.",1,5.12.1,2025-03-16 01:18:26
So far so good,5,5.13.1,2025-03-16 01:02:34
Kecewa sekali masa ia klo edit tujuan hargax naik 2 kali lipat gilaaaa,4,5.13.1,2025-03-16 00:41:36
semoga berkah selalu,5,5.13.1,2025-03-15 23:44:55
Mantapp,5,5.14.2,2025-03-15 23:15:27
"Nunggu gocar hampir 2 jam lebih karena hujan deras, di notice katanya dapat uang tunggu 10rb untuk kesabarannya karena tetap menunggu. Setelah perjalanan selesai ternyata bonus uang tunggunya gak ada tuh 🤭 mana sampai hujan²an saya bawa bocil, saya yg nyamperin gocarnya cukup jauh karena si driver gak bisa putar balik. Bonus uang tunggunya itu cuma tipu² ya 😆",1,5.13.1,2025-03-15 22:30:12
sangat bague dan tepat waktuuu,5,4.93.1,2025-03-15 22:13:52
mantap maju terus dan makin sukses..,5,4.13.1,2025-03-15 20:48:18
Drivernya ramah dan sopan,5,5.13.1,2025-03-15 20:42:55
Kinerja nya makin buruk dan banyak sekali kejanggalan ketika memesan gofood udah hampir 4 sampai 5 kali dalam 1 hari ke cancel buat pesanannya di harap makin di percepat lagi dalam menjalankan proses dan juga dalam pencarian drivernya,2,5.13.1,2025-03-15 20:37:51
good,5,5.11.1,2025-03-15 20:14:23
Mntap,5,5.13.1,2025-03-15 19:46:25
Jozz,5,5.13.1,2025-03-15 19:38:30
Bagus,5,5.13.1,2025-03-15 19:10:11
Ok,5,5.13.1,2025-03-15 18:53:35
pelayan refund yang buruk dan tidak sesuai. Auto uninstall semua aplikasi yang berhubungan dengan GOJEK,1,5.14.2,2025-03-15 18:44:30
udah lunas dan gak pernah telat gak bisa pinjam lagi dengan alasan blom bayar di pijol ilegal (.......) berati sama aja gojek punya cabang pinjol ilegal kan,1,5.3.1,2025-03-15 18:18:18
bagus,5,5.13.1,2025-03-15 18:08:01
"Gojek tarifnya makin mahal, skr drivernya juga sering minta di cancel pas udh dijalan minta tarif yg lebih mahal juga, ada lagi driver ngantuk tapi maksain pick up penumpang.",1,5.11.1,2025-03-15 17:43:30
"mohon untuk dilakukan perbaikan sistem, training, dan SOP lebih baik lagi: -Beberapa kali saya mendapat pengalaman mengecewakan selama menggunakan aplikasi, tetapi tidak sampai hati memberi rating yang rendah kepada driver yang kurang ramah dan tidak sesuai sop karena rating rendah justru membuat orderan sepi. -Resto tutup tapi ditulis buka -Titik alamat salah -gocar/goride hemat sering ditolak karena kompensasi driver sangat kecil (hemat untuk pembeli tapi menyulitkan driver)",2,5.13.1,2025-03-15 17:06:05
Sangat membantu,4,5.13.1,2025-03-15 16:43:22
mantap,5,5.13.1,2025-03-15 16:28:24
tinggalkan terus,4,5.13.1,2025-03-15 16:23:08
Diskonnya Kalah Sama Maxim,5,5.6.1,2025-03-15 16:14:57
Semua jadi lancar,5,4.92.1,2025-03-15 16:11:00
Bermanfaat sekali,5,5.13.1,2025-03-15 16:00:46
gerimis dikit gak guna ini aplikasi,2,5.13.1,2025-03-15 15:49:15
pelayanan mantep,5,5.13.1,2025-03-15 15:27:03
Pelayanan bagus dan harga ekonomis,5,5.14.2,2025-03-15 15:22:49
"Terbaik dan menyenangkan, ramah",5,5.13.1,2025-03-15 15:20:27
oke sip,5,5.13.1,2025-03-15 15:19:44
sangat membantu,5,5.14.2,2025-03-15 15:16:53
"Sekarang pesan makanan di Gofood lama, tidak dapet driver . Tidak ada solusi kahh??!!",1,5.13.1,2025-03-15 15:15:37
Baik..,4,5.13.1,2025-03-15 15:13:39
aplikasinya sekarang untuk mesen gofood tambah boborok !!! bukan tambah bagus malah tambah letoy nunggu psenan lama bgt gk kyak dulu nyesel download ini 🤦🤦🤦,1,5.12.1,2025-03-15 15:10:59
"apk ny membantu, hari ini sya order driver ny ramah & cepat sampai. setelah saya smpai tujuan, kenapa masuk chat dari driver lain? padahal saya cuma pesan 1x. mohon di perbaiki ya, biar ga salah paham antara driver & pelanggan.",4,5.14.2,2025-03-15 15:09:19
"Buang buang waktu pesen gofood 2x luama dan berakhir dibatalkan , yang pertama karena gk dapet driver , yg ke dua sudah nggu 1jam pesanan dibatalkan karena tiba² stock makanan habis , pemesanan sudah pakai regular tp ttep luama hampir 1 jam , pdhal tempatnya deket bgt.",1,5.13.1,2025-03-15 15:07:54
Estimasi sering telat,1,5.13.1,2025-03-15 15:00:59
Lama banget anter,1,5.14.2,2025-03-15 14:48:14
gua nunggu makanan lama banget ampe sejam lebih ujung ujungnya driver pada sibuk semua anjir,2,5.13.1,2025-03-15 14:31:09
"waktu tunggu kadang lama dan sangat telat. harusnya customer bisa komplain tapi komplain di siapa gak bisa chat siapapun. chat cs juga dikira cancel padahal bukan mau cancel, tp konfirmasi kok lama sekali nunggu sudah sejam lebih. bikin badmood. maaf tapi cs sama sekali tidak membantu. dan fyi setelah nunggu 1 jam lebih, dibatalkan sepihak sama penjualnya karena gak dapat driver. Buang2 waktu 👎🏻 gak pernah sesebel ini sama gofood",1,5.13.1,2025-03-15 14:19:49
Baik,5,5.6.1,2025-03-15 14:17:27
Dua kali pesan gak dapat driver semua.sudah kehilangan waktu banyak. Sistem gojek payah sekali. Komplain juga tidak ditanggapi dengan baik. Semoga kalian berubah.,1,5.13.1,2025-03-15 14:15:42
Good,5,5.13.1,2025-03-15 14:14:46
terima kasih atas bantuannya.. Sudah mengantar saya dengan baik dan slamat sampai tujuan.,5,5.14.2,2025-03-15 14:10:25
"2,6 km 40k,lama² gila ini aplikasi transport",1,5.9.1,2025-03-15 13:59:20
"pas lagi perlu sekali, pas waktu hujan, pas gojek susah sekali, pas kecewanya.",1,5.13.1,2025-03-15 13:57:54
ok,5,5.10.1,2025-03-15 13:56:30
Top,5,5.14.2,2025-03-15 13:53:11
Maps nya lambat gerak,3,5.12.1,2025-03-15 13:52:07
kasih promo yg gede lagi dong😀,5,5.13.1,2025-03-15 13:49:54
malesin sm gojek skrg gerimis dikit aja susah cari driver 👎,1,5.13.1,2025-03-15 13:49:44
bagus sekali,5,5.13.1,2025-03-15 13:39:37
banyak menu yg ditawarkan dan kita bisa memilih..,5,5.14.2,2025-03-15 13:39:05
Parah ga ada yang nyantol. Udah dua jam.,1,5.13.1,2025-03-15 13:38:26
good,5,5.13.1,2025-03-15 13:36:00
Ok bosku,5,5.6.1,2025-03-15 13:24:30
Good lah pokonya,5,5.13.1,2025-03-15 13:19:51
"SUSAH MAU DIBILANG DAN DIKASIH KRITIK APAPUN, PERBAIKI SISTEM YANG AWALNYA DRIVER MENGAMBIL JIKA PESANAN TELAH TIBA MENJADI DRIVER AKAN DATANG UNTUK MENGKONFIRMASI MAKANAN. 1 JAM MENUNGGU, CHAT CS MALAH DIKASIH JAWABAN SEPERTI ""SEPERTINYA DRIVER SUDAH ADA, AKAN MENJEMPUT, SEDANG DALAM PERJALANAN"" BERARTI OKE DONG DIBERI KEPASTIAN, TAPI BEBERAPA MENIT DIBATALKAN DENGAN ALASAN DRIVER TIDAK ADA. #CustomerBerHakBERSUARA",1,5.13.1,2025-03-15 13:17:33
sejak ada mitra jarak dekat dan slot akun reguler jadi sepi. tambah pesan aplikasi gojek mahal tidak ada promo tp ke mitra bayar murah. skg saya uninstal aplikasi gojek customer nya.,1,4.20.1,2025-03-15 13:15:47
Driver food nya cepet smpe..sistemnya lama pollll parah,1,5.13.1,2025-03-15 13:13:39
kl pesen jam 17.30 sering dibatalkan,4,5.11.1,2025-03-15 13:13:16
"Lama, gabisa nanya kabar makanan udah jd atau belum. Driver ga kooperatif. Jingan",1,5.13.1,2025-03-15 13:12:26
driver kbanyakan manja-manja.,1,5.10.1,2025-03-15 12:52:38
Mana kepencet pesanan malah gak bisa di batalin . Rugi banget aku . Nyesel dah instal apk ni,1,5.13.1,2025-03-15 12:45:40
"Cumah hujan kecil2 aja udah susah dpt driver mau go ride/go food,sumpehhh resehh bangett kalo cari driver pake gojek eek Pesen makan bisa2 nya 1 jam gk dpt2 driver,sampe kelaperan",1,5.3.1,2025-03-15 12:41:53
pesanan sering sekali terlambat lalu tiba-tiba dibatalkan,1,5.13.1,2025-03-15 12:39:59
bagussss,5,5.13.1,2025-03-15 12:39:45
Tepat waktu dan Driver sopan,5,5.13.1,2025-03-15 12:38:59
diperbarui malah lemot... disamping itu titik driver yg dekat ga masuk2..malah dapat driver yg jauh2.. koplak...,2,5.13.1,2025-03-15 12:33:28
"tolong ya, untuk pencarian driver nya kalau lebih 10 menit tolong lansung dibatalkan aja, ini sudah capek nungguin nggak ada kepastian!!",1,5.10.1,2025-03-15 12:30:50
"Untuk gofood pesen beberapa kali katanya tulisan nya telat, trus tambahan waktunya lama bet jadi sekitar 1 jam lebih.. busyettt",2,5.12.1,2025-03-15 12:29:00
ngotak dikit kalau ngasih harga.,1,5.13.1,2025-03-15 12:18:58
ok gojek trnsportrasi nya👍👍👍💪💪💪,5,5.11.1,2025-03-15 12:13:40
"Drivernya manja manja apalagi pas hujan. Sangat pilih pilih customer. Gak gocar gak Go-Jek , sama saja, jual mahal. Nanti kalau gk dapat penumpang ngeluh. Tolol....",1,5.13.1,2025-03-15 12:13:32
Apk ampas nunggu food lama ga dpt dirver ga bsa di cancel sampe 1jam lebih,1,5.10.1,2025-03-15 12:10:11
"gofood pengirimannya tambah lama,pesenan ku sering di cancel tanpa pemberitahuan. apalagi kalo hujan pesen makanan ongkirnya 2x lipat. pesen goride juga sering di cancel dengan alasan tidak ada driver terdekat, padahal udah nunggu sampai 1 jam.",5,4.66.1,2025-03-15 12:09:01
"bagus, banyak promo, amanah",4,5.13.1,2025-03-15 12:08:15
Mengecewakan order gofood buat buka puasa 2x driver sibuk sampe saat ini belum makan,1,5.12.1,2025-03-15 12:06:48
Good 😍👍👍👍,5,5.13.1,2025-03-15 12:05:08
Good application 👍,5,5.13.1,2025-03-15 11:59:15
"Nunggu dr jm 6 ,tau2 udah 40mnt nunggu dpt notif ga ada driver ... Konyol knpa ga dr awal notif nya",1,5.13.1,2025-03-15 11:58:32
work it bgt dah pokok nya,5,5.13.1,2025-03-15 11:55:07
good,5,5.14.2,2025-03-15 11:53:32
mantab,5,5.13.1,2025-03-15 11:53:25
Sekarang kalau pesan goofood pasti telat di tungguin lama di batalin susah,2,5.14.2,2025-03-15 11:41:58
"saya kasih 3 ya, karena saat saya buat akun, tapi kenapa yang muncul akun orang lain tetapi makai nomor saya",4,5.14.2,2025-03-15 11:41:21
"KALO LAGI UJAN KAYAK GAK GUNA, GOFOOD GAK ADA YANG MAU AMBIL, GOJEK GA GERAK, GOCAR PUN KADANG GA ADA YANG MAU NGAMBIL (padahal orang naik mobil ga kehujanan)",1,5.13.1,2025-03-15 11:34:06
Bepergian jadi lebih mudah,5,5.13.1,2025-03-15 11:25:11
Gojek. Transportasi yang paling saya suka.. Saya kasi 5 bintang.,5,5.13.1,2025-03-15 11:21:31
Cukup menyenangkan,5,5.13.1,2025-03-15 11:21:28
Good,5,5.12.1,2025-03-15 11:21:23
Sudah jadi kebutuhan saya dan sangat senang sekali,5,5.14.2,2025-03-15 11:20:50
sangat membantu sekali,5,5.13.1,2025-03-15 11:20:46
"Best apk transport or food, like it, buat aku yg mager keluar beli makan so membantu sekali 😁😭",5,5.13.1,2025-03-15 11:16:33
Susah dapet driver tiap pakai Goshop pas lagi hujan.,3,5.10.1,2025-03-15 11:13:52
"Sudah beberapa kali kejadian, order makanan, sudah ditunggu sejam lebih, tapi karena ga dapat driver, dibatalin gitu aja tanpa ada kompensasi apapun, waktu sudah terbuang percuma sejam, dikira orang nunggu dan order bukan orang lapar kali ya.",1,5.13.1,2025-03-15 11:11:50
"Muak bgt sama layanan gofood. Masa batas nunggu dikonfirmasi resto 1 jam? Kalau emg blm dimasak2 ya tolong bisa dicancel dong. Udh kesekian kalinya nunggu berjam2 statusnya cm diterima resto, ga tau kapan dimasak kapan dianter. Mana lagi puasa, Masa pesen buat berbuka harus dari pagi????",1,5.12.1,2025-03-15 11:04:24
Membantu sekali,5,5.13.1,2025-03-15 11:04:11
"kenapa sih klo ujan tuh ga ada yg mau nganter di tambah lg klo lg Bru"" suka susah, Mau pesen makan ajaa kadang di batalin karna driver nya susah",2,5.13.1,2025-03-15 11:03:51
Gofood nya buruk,1,5.13.1,2025-03-15 10:57:14
aplikasi TOLOL,1,5.14.2,2025-03-15 10:54:11
"kurang memuaskan klo kondisi cuaca mendung semua driver gak ada jadi semua pesan tahan intruksi masak semua kita bukan cuman melayani gobis aja, setelah satu ham semua fatang bareng dan minta cepat semua. lebih kondisikan di driver dong, perbaiki dong bikin emosi saja",1,5.13.1,2025-03-15 10:49:20
Order gojek motor lama kek keong,1,5.7.2,2025-03-15 10:44:11
Aplikasi pilih kasih Banyak driver mobil yang ngecancel orderan Lalu buat apa bikin aplikasi ini?,1,5.13.1,2025-03-15 10:43:39
pemesanan go food terlalu lama hampir 2 jam saya menunggu dengan driver yang suka membatalkan pesanan padahal saya si surabaya harusnya banyak driver,1,5.13.1,2025-03-15 10:41:40
banyak diskon,5,5.13.1,2025-03-15 10:41:09
"kenapa yaa semakin kesini semakin banyak driver yang tidak chat sekedar konfimasi untuk mengambil orderan, sbg customer jd bingung sebenernya driver mau ambil orderan atau tidak, udah nunggu lama tau2 dicancel",4,5.13.1,2025-03-15 10:39:42
aplikasi ribet,1,5.14.2,2025-03-15 10:38:56
"jelek bgt, gofood gabisa dibatalin, pdhl jelas2 gabakal dikirim juga (gadapet driver), gabisa chat ke siapa2 even ke restonya, chat ke cs pun cm 1 arah, gaada fitur untuk kita ngechat dan nanya2innya, mana mahal lg, promonya gedean grab, kalau hujan sedikit juga uda gaada yg mau ngambil",1,5.13.1,2025-03-15 10:34:06
Lama banget dapet gocar nya g,3,5.8.1,2025-03-15 10:27:03
"app kurang bagus harga makanan dinaikan 20% dari harga aslinya kena biaya pemesanan ongkir tidak sesuai standar kementerian perhubungan, lebih mahal tp ongkir untuk driver 8000 bayangkan klo pesan gofood 1jt berapa pendapaan aplikator sedangkan driver dapat 8000 nunggu diresto berjam jam",1,5.12.1,2025-03-15 10:23:18
Pelayanan nya baik apk yg wajib buat kalian download,5,5.13.1,2025-03-15 10:20:04
kecewa gojek slalu nawarin produk dari GO-MART pas di klik gk ada apapun alias PHP,2,5.12.1,2025-03-15 10:16:10
"ga puas, susah dapetin driver padahal sllu ngasi tip skalinya dpt",1,5.13.1,2025-03-15 10:01:41
Bad driver,1,5.14.2,2025-03-15 09:58:34
Gaskeun,5,5.13.1,2025-03-15 09:43:59
2 kali naik gocar dapet driver jutek2 dan selalu minta argo di awal,1,5.13.1,2025-03-15 09:14:05
Solusi paling cepat,5,5.13.1,2025-03-15 09:13:43
"gopay tidak bisa terpakai, padahal saldonya masih ada",1,5.14.2,2025-03-15 09:11:41
sangat puas dan cepat pengantaran nya yg saya order...👍👍,4,5.13.1,2025-03-15 09:08:16
Sangat membantu,5,5.13.1,2025-03-15 09:07:07
Bagus,5,5.13.1,2025-03-15 09:03:02
"Parah layanan gocar sekarang, saya sudah berlangganan lama, tapi makin sekarang makin buruk layanannya, sudah tunggu lama lebih dari 15 menit, drivernya cancel penjemputan. It's wasting time",1,5.13.1,2025-03-15 08:59:06
"Harga semoga bs lbh murah lagi, jd bs bersaing dengan sikuning",4,5.14.2,2025-03-15 08:56:31
berguna,5,5.13.1,2025-03-15 08:53:11
mantap,5,5.3.1,2025-03-15 08:46:13
okedah pokoke,5,4.99.1,2025-03-15 08:40:21
"gojek ngebantu bgt buat ak yg kemna mna ga ada mtr, trs banyak bgt diskonnya juga, tapi buat pelajar bolee lahh di diskonin lg hehe, terutama buat gocar, kalo ak mau main lumayan aga pricy",5,5.13.1,2025-03-15 08:35:41
"kembalikan menu pilihan terdekat dan star 5++, saya hampir keracunan makanan",1,5.12.1,2025-03-15 08:35:34
Pengemudinya ramah² dan kendaraannya pun selalu bersih...,5,5.13.1,2025-03-15 08:32:23
Good job,5,5.13.1,2025-03-15 08:25:29
go food emang oke banget,5,5.13.1,2025-03-15 08:17:04
semua jadi praktis 😁😊😊,5,5.14.2,2025-03-15 08:16:49
top,5,5.13.1,2025-03-15 08:15:20
"Lagi error apa gimna ini, gk bisa ngirim chat ke drivernya. Padahal aplikasi udh versi terbaru, sering menggunakan",1,5.13.1,2025-03-15 08:04:15
"Lbh cepat mencari kendaraannya dan titik jemputnya, lebih murah harganya, dan penggunaan aplikasinya lbh mudah dari pada aplikasi si kuning..",5,5.13.1,2025-03-15 07:45:13
ok,4,5.14.2,2025-03-15 07:43:08
Sangat jelek,1,5.13.1,2025-03-15 07:38:29
"Hp saya yang Mi note 3 kok tidak bisa di install , selalulu gagal. Sebelum nya bisa di install tetapi setelah hp nya di hard reset jadi ga bisa",5,5.13.1,2025-03-15 07:15:26
SUKAAA BNGTTT' KURIR NYAAA BAIKKK' GAA YANG DIEMM' ANN JDI ADAA TOPIK suka sma prilaku bukn orang ny😭🙏🏻,5,5.13.1,2025-03-15 07:12:34
"aplikasinya tiba-tiba aneh,gopay later saya tiba-tiba diblokir padahal bayar selalu tepat waktu,bingung mau menyampaikan keluhan kemana karena chat ke CS tidak bisa,tolong diperbaiki lagi pelayanannya,",1,5.14.2,2025-03-15 07:07:43
Aplikasi mantep jiwa..,1,5.13.1,2025-03-15 06:52:09
ramah dan tidak harus nunggu lama,5,5.12.1,2025-03-15 06:31:28
nice apps,5,5.13.1,2025-03-15 06:15:47
Iklannya banyak aku buka aplikasi yang gak ada iklan malah ada iklan gojek,1,3.26.1,2025-03-15 06:10:25
drivernya ramah dan bersahabat,5,5.13.1,2025-03-15 06:01:34
terkadang ada beberapa lokasi yg tidak ada di map,4,5.13.1,2025-03-15 05:59:45
Anjay,5,5.13.1,2025-03-15 05:56:15
Aplikasi nya oke,5,5.13.1,2025-03-15 05:53:59
Secara keseluruhan baik..,4,5.13.1,2025-03-15 05:47:00
"stlh update kk kok malah ga timbul di layar hp saya jd klo mo order gojeg hrs masuk goggle play store.. padahal aku dah lebih dari 7 tahun pake gojeg aman"" aja baru x ini... aplikas gojeg ga timbul kk tolong di bantu yaaa",3,5.14.2,2025-03-15 05:38:32
sudah lama pake gopay untuk belanja. makasih atas pelayanan nya selama ini,5,5.13.1,2025-03-15 05:37:27
tidak bisa chat dengan costumer service langsung,1,5.13.1,2025-03-15 05:34:28
tidak komperatif saat kasih thr kebanyakan mau nya,1,4.97.1,2025-03-15 05:15:24
Bagus,5,5.13.1,2025-03-15 05:06:37
Josssssssss ...!!,5,5.14.2,2025-03-15 04:57:49
Aplikasi nya bagus cepat dan murah tetap pertahankan ya kualitas yang baiknya terimakasi...,5,5.12.1,2025-03-15 04:41:51
oke,5,5.13.1,2025-03-15 04:40:00
Gojekk penjajah di slot semua layanan bukanya mensejahterakan mitra malah ngejajah,1,5.10.1,2025-03-15 04:35:49
Sangat bermanfaat 👍🏻,5,5.14.2,2025-03-15 04:30:51
Gojek mantap,5,5.13.1,2025-03-15 04:27:14
bgus bngt,5,5.5.1,2025-03-15 04:26:12
"Kecewa... Dalam satu hari ... 2 kali pesan Gocar, Drivernya maksa maksa untuk offline...alasannya banyak sekali potogan aplikasinya. Kami jadi tidak nyaman. 🥺",3,4.18.2,2025-03-15 04:25:53
senang sekali banyak promo menarik,5,5.13.1,2025-03-15 04:18:13
Top up nya suka ilang sendiri.,5,5.6.1,2025-03-15 04:10:23
"Pdhl saya teratur byar dan setia pake gojek tp knp tiba2 paylatter saya diblokir, apakah tdk mlihat riwayat saya sblmnya sama sekali..kbjikan yg tolol..",1,5.13.1,2025-03-15 04:07:24
The best,5,4.78.3,2025-03-15 03:57:55
sangat membantu,5,5.13.1,2025-03-15 03:45:36
ok,5,5.12.1,2025-03-15 03:27:15
Aplikasi yang sangat berguna dalam hidup orang2 Indonesia,5,5.13.1,2025-03-15 03:17:46
ok bngt,5,5.13.1,2025-03-15 03:04:23
Kalau hujan susah dpt driver..,4,5.13.1,2025-03-15 02:40:21
"Ngeselin betul sih, blm 12 jam udh di teror2 aja ! Jatem nya tgl 15 tp tgl 14 udh diteror kaya apa aja. Ditgl 15nya pagi buta di teror. Woy sabar gua juga pny kerjaan slm ini juga gua tepat waktu ! Nada bicara nya juga yg nagih aja sdh gak sopan !",1,5.4.1,2025-03-15 02:34:44
"Belanja di GO-MART cepat, aman, & nyaman",5,5.12.1,2025-03-15 02:34:19
Serba mudah serba cepat.,5,5.13.1,2025-03-15 02:00:25
Sangat membantu saat mau pergi dan memesan makanan banyak promo lagi. Terima Kasih Gojek 🙏,5,5.13.1,2025-03-15 01:57:52
Haii gojek sejauh ini baguss,5,4.88.1,2025-03-15 01:52:12
HAPUS GORIDE INSTAN NYUSAHIN PENUMPANG MENDING KHUSUS YANG ADA SHELTER NYA AJA JANGAN KAYA GINI NANTI KAYA GRAB,1,5.13.1,2025-03-15 01:06:53
ok banget,5,5.13.1,2025-03-15 00:48:39
selalu sesuai harapan. terima kasih,5,5.13.1,2025-03-15 00:39:46
mantabsss,5,5.13.1,2025-03-15 00:30:17
Good,5,5.13.1,2025-03-15 00:03:43
Apk ini ngebantu banget buat bepergian kemanapun,5,5.13.1,2025-03-14 23:43:29
